Empresa,Año,ACTIVO FIJO,ACTIVO CORRIENTE,OTROS ACTIVOS,PASIVO A LARGO PLAZO,PASIVO CORRIENTE,OTROS PASIVOS,CAPITAL SOCIAL,OTROS PATRIMONIO,TOTAL PATRIMONIO,INGRESOS OPERACIONALES,OTROS INGRESOS,COSTOS Y GASTOS OPERACIONALES,OTROS GASTOS,UTILIDAD (PERDIDA) OPERACIONAL,PROVISION PARA IMPUESTOS,UTILIDAD (PERDIDA) NETA,TIPO_EMPRESA
VIANA SAS,2016,989106,1224678.0,16605,51957,690287,0.0,1250000.0,110664,1488145.0,801466,0,732644,0,68822,20392,48430,AEROTAXI
VIANA SAS,2016.0,1015929,1224678.0,0,59672,665967,0.0,1250000.0,108504,1514968.0,801466,0,732643,0,68823,20393,48430,AEROTAXI
VIANA SAS,2017.0,1522446,659090.0,14321,83340,620447,0.0,1250000.0,110664,1492070.0,352800,0,282133,62827,70667,3914,3926,AEROTAXI
VIP HELICOPTEROS LTDA,2013,3936342,3200712.0,6210563,2929963,595058,0.0,2500000.0,7978717,9822596.0,6029593,759872,6062298,426717,-32705,132933,167517,AEROTAXI
VIP HELICOPTEROS LTDA,2014,3936342,3200712.0,6210563,2929963,595058,0.0,2500000.0,7978717,10478717.0,6029593,759872,6062298,426717,-32705,132933,167517,AEROTAXI
VIP HELICOPTEROS LTDA,2014.0,4056218,3209139.0,6740883,591874,686797,1162.0,5298000.0,7158015,12726407.0,5950581,20997,5667932,118018,282649,80277,105351,AEROTAXI
VIP HELICOPTEROS LTDA,2015.0,4056218,3209139.0,6740883,591874,686797,1162.0,5298000.0,7158015,12456015.0,5950581,20997,5667932,118018,282649,80277,105351,AEROTAXI
VIP HELICOPTEROS LTDA,2015,4056218,3209139.0,6740883,591874,686797,1162.0,5298000.0,7158015,12726407.0,5950581,20997,5667932,118018,282649,80277,105351,AEROTAXI
VIP HELICOPTEROS LTDA,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
VIP HELICOPTEROS LTDA,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
VIP HELICOPTEROS LTDA,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
 LAS - LINEAS AEREAS SURAMERICANAS,2021,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-1826206000,-2147483648,CARGA
 LAS - LINEAS AEREAS SURAMERICANAS,2022.0,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-147979379,-2147483648,CARGA
AER CARIBE,2019,3792116,48142191.0,0,2006304,10268676,0.0,2300000.0,5120493,0.0,47044520,0,4248415,0,1293044,380316,168755,CARGA
AER CARIBE,2020.0,3329358,107667411.0,0,2366840,26731690,0.0,2300000.0,7656962,0.0,70543763,0,4205625,0,2124923,1384656,2553344,CARGA
AER CARIBE,2021,-2147483648,-6442450944.0,0,1878903569,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,293438254,-2147483648,177803962,-2147483648,-994652696,-2147483648,CARGA
AER CARIBE,2022.0,-2147483648,-6442450944.0,0,574310843,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,339625607,-2147483648,-2147483648,-2147483648,CARGA
ALIANSA,2021,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,209000000.0,1335507694,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-762308545,0,-390616305,CARGA
ALIANSA,2022.0,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,209000000.0,666855146,0.0,-2147483648,756198363,-2147483648,844273161,-580577751,0,-668652550,CARGA
AEROSUCRE,2019,15340001,25080117.0,0,7884897,8381332,0.0,6000000.0,1408919,0.0,78030913,0,3496704,0,-356702,458796,-675134,CARGA
AEROSUCRE,2020.0,13854428,31445322.0,0,7153430,9066679,0.0,6000000.0,2090187,0.0,70638805,0,2955912,0,722408,1202971,682281,CARGA
AEROSUCRE,2022,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,-2147483648,1844279965,-649575000,145035309,CARGA
AEROSUCRE,2023.0,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-1024334000,144056398,CARGA
AEROSUCRE,2008,1628448,19278549.0,3163126,0,2869345,805943.0,500000.0,6338396,7542470.0,50129226,1081661,48873889,1255303,1255336,377620,704074,CARGA
AEROSUCRE,2009.0,1715878,16008789.0,3165844,0,1869779,812654.0,500000.0,6385140,7535552.0,39318259,834457,38047350,1039879,1270908,415075,650411,CARGA
AEROSUCRE,2010.0,1392625,17006265.0,3206994,0,3299416,1199048.0,500000.0,6460712,5769911.0,38697428,1144445,40149169,842491,-1451740,41014,-1190801,CARGA
AEROSUCRE,2011.0,835233,17582874.0,5116788,1198549,5424392,0.0,500000.0,8023436,5190038.0,47170283,622052,48458453,1440082,-1288170,36397,-2142597,CARGA
AEROSUCRE,2012,682942,20310387.0,5740292,1198549,6238381,0.0,500000.0,8121580,5756431.0,48772534,636943,48194940,527636,577594,218652,468249,CARGA
AEROSUCRE,2012.0,682942,20310387.0,5740292,1198549,6238381,0.0,500000.0,8121580,5756431.0,48772534,636943,48194940,527636,577594,218652,468249,CARGA
AEROSUCRE,2013,1478502,17649969.0,4864822,1185471,4908415,0.0,500000.0,8220470,6132761.0,49034179,706468,47991075,1227054,1043104,245078,277440,CARGA
AEROSUCRE,2013.0,1478502,17649969.0,4864822,1185471,4908415,0.0,500000.0,8220470,6132761.0,49034179,706468,47991075,1227054,1043104,245078,277440,CARGA
AEROSUCRE,2014,1227697,17695422.0,4644662,1056993,5089607,0.0,4352280.0,3099357,5624233.0,47676439,705363,46228737,1426622,1447702,414952,311491,CARGA
AEROSUCRE,2014.0,1227697,17695422.0,4644662,1056993,5089607,0.0,4352280.0,3099357,5624233.0,47676439,705363,46228737,1426622,1447702,414952,311491,CARGA
AEROSUCRE,2015,1033184,31414662.0,3978560,1057557,4689921,0.0,4352280.0,3309195,9735820.0,52655360,1105123,47433995,1096569,5221365,1328170,3901749,CARGA
AEROSUCRE,2015.0,1033184,31397925.0,3978560,1057557,4684342,0.0,4352280.0,3309195,9735820.0,52655360,1105123,47433995,1096570,5221365,1328169,3901749,CARGA
AEROSUCRE,2016,5164933,32760258.0,880951,1066463,4602990,0.0,5719480.0,2229599,11296517.0,42017109,1008651,42008225,587093,8884,-696823,1127265,CARGA
AEROSUCRE,2016.0,1961816,31688118.0,4257830,1057556,4251660,0.0,5719480.0,3499470,11473136.0,42017109,1008651,42076529,587093,-59420,182298,179840,CARGA
AEROSUCRE,2017,12576687,25690566.0,621997,7624070,5598326,0.0,5792120.0,2245065,8272241.0,45013269,321966,40697128,5721722,4316141,719691,-1803306,CARGA
AEROSUCRE,2017.0,14406873,21009585.0,84569,1104385,12118011,0.0,5792130.0,2063244,8272241.0,45013269,321966,45719343,699506,-706074,719691,-1803305,CARGA
AEROSUCRE,2018.0,14406873,21009585.0,84569,6270685,7382575,0.0,6000000.0,2245065,8108946.0,52655226,1308907,49496495,5178282,3158731,-339469,-371175,CARGA
AEROSUCRE,2021,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,884049690,-2147483648,-2147483648,1736216170,153416542,307365160,CARGA
AEROSUCRE,2022.0,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,-2147483648,1844279965,649575000,324021992,CARGA
AIR COLOMBIA,2008,177477,2434776.0,201015,0,278057,0.0,30000.0,970962,912027.0,3217474,0,2893208,233748,324266,29871,60647,CARGA
AIR COLOMBIA,2011.0,188982,6504375.0,0,0,628191,0.0,30000.0,1048491,1728916.0,4357238,72929,4240295,26155,116943,54028,109689,CARGA
AIR COLOMBIA,2012,192564,6535722.0,0,0,454274,0.0,30000.0,1048490,1916864.0,4603798,23771,4333025,68769,270773,0,225775,CARGA
AIR COLOMBIA,2012.0,192564,6535722.0,0,0,454274,0.0,30000.0,1048490,1916864.0,4603798,23771,4333025,68769,270773,0,225775,CARGA
AIR COLOMBIA,2013,297910,6498342.0,93536,0,682708,0.0,30000.0,1048490,1874852.0,5349513,26332,5236070,67074,113443,34944,37757,CARGA
AIR COLOMBIA,2013.0,297910,7402971.0,267908,0,1041654,0.0,30000.0,1048490,1991821.0,5349513,26332,5176197,40590,173316,50155,108903,CARGA
AIR COLOMBIA,2014,339634,7619859.0,313206,0,1212407,0.0,30000.0,1048491,1980386.0,5392914,164347,5350305,37838,42609,63586,105532,CARGA
AIR COLOMBIA,2014.0,339634,7619859.0,313206,0,1212407,0.0,30000.0,1048491,1980386.0,5392914,164347,5350305,37838,42609,63586,105532,CARGA
AIR COLOMBIA,2015,1552305,6863472.0,214000,409552,998860,0.0,30000.0,100470,2645717.0,6703060,98,6980402,25099,-277342,151744,-454087,CARGA
AIR COLOMBIA,2015.0,345909,8427957.0,0,0,1011315,0.0,30000.0,1048490,2143913.0,6364460,5339,6096220,25810,268240,84241,163528,CARGA
AIR COLOMBIA,2016,716685,7381788.0,377000,157824,773723,0.0,30000.0,100470,2622734.0,6592820,33024,6060899,40639,531921,547288,-22982,CARGA
AIR COLOMBIA,2016.0,716685,7381788.0,377000,157824,773723,0.0,30000.0,100470,2622734.0,6592820,33024,6060899,40639,531921,547288,-22982,CARGA
AIR COLOMBIA,2017,712543,7002129.0,377000,27221,743424,0.0,30000.0,100469,2652941.0,5874016,1920,5906400,40937,-32384,56217,-127618,CARGA
AIR COLOMBIA,2017.0,712543,7002129.0,377000,27221,743424,0.0,30000.0,100469,2652941.0,5874016,1920,5906400,40937,-32384,56217,-127618,CARGA
AIR COLOMBIA,2018.0,550720,5653824.0,1157000,28148,539824,0.0,30000.0,10469,2934356.0,6837193,1233,6614456,40041,222737,926,183003,CARGA
ALIANSA,2019,9896268,5814477.0,0,8729587,1367101,0.0,209000.0,1345699,0.0,8666337,0,815633,0,778526,102299,184161,CARGA
ALIANSA,2020.0,8875371,7019118.0,0,7518651,1974002,0.0,209000.0,1338773,0.0,8598345,0,845023,0,488767,346942,-15314,CARGA
ALIANSA,2008,154858,1747518.0,0,0,1262,0.0,209000.0,445245,736102.0,110875,0,128395,0,-17520,850,-18370,CARGA
ALIANSA,2009.0,92242,2010279.0,0,0,12164,0.0,209000.0,445245,750170.0,790823,0,769468,0,21355,7287,14068,CARGA
ALIANSA,2010.0,92242,2024691.0,0,0,4762,0.0,209000.0,445245,762377.0,82500,0,78816,0,3683,3606,77,CARGA
ALIANSA,2011.0,7118,2384706.0,0,0,35454,0.0,209000.0,447872,766566.0,137415,5510,125490,5698,11925,7548,4189,CARGA
ALIANSA,2012,440936,1850868.0,66955,0,255188,0.0,209000.0,452060,869658.0,1379211,0,1214815,10526,164396,50777,103093,CARGA
ALIANSA,2012.0,440936,1850868.0,66955,0,255188,0.0,209000.0,452060,869658.0,1379211,0,1214815,10526,164396,50777,103093,CARGA
ALIANSA,2013,420674,3543591.0,99574,0,660037,0.0,209000.0,448291,1041408.0,5372194,4197,5093167,22954,279027,90535,169735,CARGA
ALIANSA,2013.0,420674,3543591.0,99574,0,660037,0.0,209000.0,448291,1041408.0,5372194,4197,5093167,22954,279027,90535,169735,CARGA
ALIANSA,2014,5276240,5535945.0,1740,3011240,2428575,0.0,209000.0,512500,1683480.0,6139648,679777,5575870,497125,563778,168567,577863,CARGA
ALIANSA,2014.0,5276240,5191185.0,266145,0,5331128,0.0,209000.0,448291,1941652.0,6140892,649307,5578314,167072,562578,144570,900243,CARGA
ALIANSA,2015,7388427,4234179.0,0,5422348,845627,0.0,209000.0,88834,2531845.0,7862283,7296,6647923,747738,1214360,242909,231009,CARGA
ALIANSA,2015.0,6611166,4234179.0,0,3845455,2382560,0.0,209000.0,524859,1794544.0,7862283,7296,6924120,748803,938163,85414,111242,CARGA
ALIANSA,2016,6341253,5884365.0,0,3553930,1856511,0.0,209000.0,113644,2892267.0,8199038,12635,7364177,296426,834861,387335,163735,CARGA
ALIANSA,2016.0,6341253,5884365.0,0,3553930,1856511,0.0,209000.0,113644,2892267.0,8199038,12635,7364177,296426,834861,387335,163735,CARGA
ALIANSA,2017,5550717,4914840.0,1667,2083202,1562352,0.0,209000.0,134751,3545110.0,8565843,77600,6178509,1472661,2387334,359684,632589,CARGA
ALIANSA,2017.0,5550717,4914837.0,1668,2083202,1562352,0.0,209000.0,134752,3545110.0,8565843,77600,7362697,288471,1203146,359686,632589,CARGA
ALIANSA,2018.0,4781937,5564499.0,0,770310,1742040,0.0,209000.0,153882,4124420.0,8333073,103798,6168496,1573179,2164577,135017,560179,CARGA
CV CARGO,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
CV CARGO,2009.0,2128839,12591174.0,0,0,3930207,0.0,2000000.0,184889,2395690.0,10077722,77726,9671427,119514,406295,153706,210801,CARGA
CV CARGO,2010.0,3154777,16839555.0,0,2403222,5099612,0.0,2200000.0,232451,1265128.0,20077007,72667,20663955,629497,-586948,23545,-1167323,CARGA
CV CARGO,2011.0,366324,13659186.0,2718282,2362872,7537421,0.0,3250000.0,189329,-2262625.0,27465336,93196,31324629,756038,-3859293,12496,-4534631,CARGA
CV CARGO,2012.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
CV CARGO,2012,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
CV CARGO,2013.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
LANCO,2019,5725088,1790813703.0,0,770329,581458760,0.0,1776785.0,-41516429,0.0,402977583,0,20855320,0,2756864,7521618,-7925722,CARGA
LANCO,2020.0,589730806,3091776492.0,0,868320,1006241846,0.0,1861785.0,-50888240,0.0,429929804,0,20808424,0,6503951,1138167,-8606253,CARGA
LANCO,2021,478376423,4313749350.0,0,925178,1422891555,0.0,1861785.0,490614355,0.0,558012956,2828664,572745444,202029307,-14732488,17116557,-14732488,CARGA
LANCO,2022,-2147483648,-6442450944.0,0,1199975000,-2147483648,0.0,1861785000.0,-2147483648,0.0,-2147483648,25651000,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,CARGA
LANCO,2022.0,536910300,-6442450944.0,0,1199975,-2147483648,0.0,1861785.0,530185089,0.0,1078982352,25651,1084473942,29704420,-5491590,6340154,-41510513,CARGA
LANCO,2023.0,-2147483648,-6442450944.0,0,1130179000,-2147483648,0.0,1861785000.0,-2147483648,0.0,-2147483648,1406580000,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,CARGA
LAS,2019,49703390,51741957.0,0,4552430,17874707,0.0,8000000.0,26548294,0.0,64735686,0,6394525,0,5483463,1792430,1478722,CARGA
LAS,2020.0,53383328,78795318.0,0,3699358,19830728,0.0,12942608.0,25052588,0.0,95801260,0,6297210,0,6248018,2433345,1502099,CARGA
LAS,2008,10558086,73648785.0,21795020,817136,11844078,0.0,8000000.0,30589209,44241487.0,89917627,11092752,89089470,9709024,828157,323403,1888482,CARGA
LAS,2009.0,10227,54975.0,17813,1071,7977,0.0,8000.0,25677,37317.0,49260,8328,50467,8954,-1206,188,-2020,CARGA
LAS,2010.0,9429656,30768678.0,26798945,1332871,9238903,0.0,8000000.0,25677486,35913053.0,55429043,4374099,56289076,4612370,-860033,171885,-1270189,CARGA
LAS,2011.0,13264158,26574390.0,25855994,1274361,12775688,0.0,8000000.0,25376548,33928233.0,61115384,5337476,64246016,3732825,-3130632,157900,-1683881,CARGA
LAS,2012,13818104,12299769.0,20258788,5877582,7085725,0.0,8000000.0,19033321,25213510.0,45700851,3371362,47133953,4157825,-1433102,151932,-2371497,CARGA
LAS,2012.0,13818104,12299769.0,20258788,5877582,7085725,0.0,8000000.0,19033321,25213510.0,45700851,3371362,47133953,4157825,-1433102,151932,-2371497,CARGA
LAS,2013,13664860,31159836.0,20148711,5620262,7280441,0.0,8000000.0,18732383,31299480.0,56691523,2867725,49052687,2780221,7638836,1339431,6386909,CARGA
LAS,2013.0,13664860,31159836.0,20148711,5620262,7280441,0.0,8000000.0,18732383,31299480.0,56691523,2867725,49052687,2780221,7638836,1339431,6386909,CARGA
LAS,2014,10688332,57000114.0,18271436,4948548,8957288,0.0,8000000.0,17748245,34053970.0,41473913,5887508,40986361,1680728,487552,728228,3966104,CARGA
LAS,2014.0,10688332,57000114.0,18271436,4948548,8957288,0.0,8000000.0,17748245,34053970.0,41473913,5887508,40986361,1680728,487552,728228,3966104,CARGA
LAS,2015,39396059,52334502.0,0,1078189,8820118,0.0,8000000.0,0,38223861.0,43203130,1720860,41974953,1877349,1228177,260082,811606,CARGA
LAS,2015.0,10988965,59217702.0,16175276,1154144,8744161,0.0,8000000.0,21891101,37005170.0,43113823,1810167,41863188,1989114,1250635,260082,811606,CARGA
LAS,2016,40195993,48356787.0,5525000,5920833,12493259,0.0,8000000.0,8799886,43425830.0,50930922,836558,46979028,2229646,3951894,568374,1990432,CARGA
LAS,2016.0,40195993,48356787.0,5525000,5920833,12493259,0.0,8000000.0,8799886,43425830.0,50930922,836558,46979028,2229646,3951894,568374,1990432,CARGA
LAS,2017,42650895,53889759.0,5524999,6220825,16800124,0.0,8000000.0,9814588,43118198.0,57547260,3569787,56518751,3065547,1028509,332681,1200068,CARGA
LAS,2017.0,42650894,53889762.0,5525000,6220825,16800124,0.0,8000000.0,9814541,43118199.0,60613055,503993,57736754,1847545,2876301,332681,1200068,CARGA
LAS,2018.0,44750676,45529491.0,5579765,5755538,16706971,0.0,8000000.0,9934655,43044429.0,62889135,1493349,60370908,2902530,2518227,702816,406230,CARGA
LANCO,2008,2813256,1797648.0,0,0,1793128,0.0,1615250.0,0,1619344.0,0,4094,0,0,0,0,4094,CARGA
LANCO,2009.0,13766862,12452508.0,0,0,53920572,0.0,1776775.0,0,1354241.0,147090971,3642873,149488583,1613025,-2397612,58455,-426219,CARGA
LANCO,2010.0,10284407,344334702.0,0,0,122809271,0.0,1776775.0,0,2632961.0,324940924,2944672,325064975,1862205,-124051,59696,898720,CARGA
LANCO,2011.0,9767125,1215894141.0,4596785,0,421022004,0.0,1781955.0,0,-1360047.0,369430068,0,362294469,2919001,7135599,358632,3857966,CARGA
LANCO,2012,9152233,1283231325.0,2082480,0,432692036,0.0,1776780.0,17780404,6286452.0,383815610,38420794,394558357,37727096,-10742747,84453,-10133502,CARGA
LANCO,2012.0,9152233,759602808.0,2082480,0,258149197,0.0,1776780.0,17780404,6286452.0,363270813,2330137,373697016,1652983,-10426203,384453,-10133502,CARGA
LANCO,2013,7494422,2363951595.0,557758,0,794405964,0.0,1776780.0,17855180,1630081.0,481216522,24364034,487867372,21787914,-6650850,656417,-4731147,CARGA
LANCO,2013.0,7494422,2363951595.0,557758,0,794405964,0.0,1776780.0,17855180,1630081.0,481216522,24364034,487867372,21787914,-6650850,656417,-4731147,CARGA
LANCO,2014,9258373,287837490.0,3550880,0,92780952,0.0,1776785.0,45014094,15974131.0,395773457,2567477,411427184,1058095,-15653727,602809,-14747154,CARGA
LANCO,2014.0,6894496,3329912118.0,599311,0,1104446386,0.0,1776785.0,38300567,13018127.0,425333372,164222030,441388412,157094239,-16055040,130096,-9057345,CARGA
LANCO,2015,10168812,462547800.0,5231772,0,148916891,0.0,1776785.0,52032845,20666293.0,430351458,3592941,436116647,408014,-5765189,-253673,-2326589,CARGA
LANCO,2015.0,10168812,462547800.0,5231772,0,148916891,0.0,1776785.0,52032845,20666293.0,430351458,3592941,436116647,408014,-5765189,-253673,-2326589,CARGA
LANCO,2016,7745284,687162093.0,3565605,778320,223943377,0.0,1776785.0,49447266,15643223.0,370925597,48091,366573035,3281519,4352562,3556625,-2437491,CARGA
LANCO,2016.0,7745284,687162093.0,3565605,778320,223943377,0.0,1776785.0,49447266,15643223.0,370925597,48091,366573035,3281519,4352562,3556625,-2437491,CARGA
LANCO,2017,6112092,1262400681.0,2913384,778320,402334703,0.0,1776785.0,51143105,26712680.0,256893735,628333,244445212,1506810,12448523,500589,11069457,CARGA
LANCO,2017.0,6112092,1262400681.0,2913384,778320,402334703,0.0,1776785.0,50027449,26712680.0,256893735,48150,244445212,1506810,12448523,500589,10489274,CARGA
LANCO,2018.0,4614578,1741270593.0,1961571,778320,555713399,0.0,1776785.0,54396161,30507961.0,361994238,4030258,356293791,1943296,5700447,3993698,3793711,CARGA
SADELCA,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SADELCA,2009.0,136947,3513015.0,0,0,571061,0.0,560000.0,261947,736891.0,4785766,0,4664299,0,121466,40083,81382,CARGA
SADELCA,2010.0,67367,4718145.0,0,0,645648,0.0,560000.0,261947,994434.0,8708258,1002,8352349,13519,355908,85847,257543,CARGA
SADELCA,2011.0,86367,5339205.0,0,0,829058,0.0,560000.0,261948,1037225.0,6654121,0,6439102,12589,215019,66803,135627,CARGA
SADELCA,2012,86367,5273229.0,0,0,780362,0.0,560000.0,224268,1063747.0,3252065,0,3196657,1,55408,18284,37123,CARGA
SADELCA,2012.0,86367,5273229.0,0,0,780362,0.0,560000.0,224268,1063747.0,3252065,0,3196657,1,55408,18284,37123,CARGA
SADELCA,2013,74878,4875705.0,0,0,619964,0.0,560000.0,248054,1080149.0,1316652,8,1277507,9439,39145,13312,16402,CARGA
SADELCA,2013.0,74878,4875705.0,0,0,619964,0.0,560000.0,248054,1080149.0,1316652,8,1277507,9439,39145,13312,16402,CARGA
SADELCA,2014,74878,4770006.0,0,0,539654,0.0,560000.0,254702,1125226.0,2159792,8,2080403,7590,79389,31239,40568,CARGA
SADELCA,2014.0,74878,4770006.0,0,0,539654,0.0,560000.0,254702,1125226.0,2159792,8,2080403,7590,79389,31239,40568,CARGA
SADELCA,2015,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SADELCA,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SADELCA,2016.0,106975,4674351.0,0,0,529892,0.0,560000.0,261948,1135200.0,2950836,0,2764120,0,186716,0,186716,CARGA
SADELCA,2016,106975,4674351.0,0,0,529892,0.0,560000.0,261948,1135200.0,2950836,0,2764120,0,186716,0,186716,CARGA
SADELCA,2017,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SADELCA,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SADELCA,2018.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SELVA,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SELVA,2009.0,1339841,8474769.0,0,670542,2538737,0.0,500000.0,1028139,955485.0,11617261,0,8954737,2201810,2662523,152035,308677,CARGA
SELVA,2010.0,1307854,5170293.0,0,540000,1369761,0.0,500000.0,1059007,1121525.0,7897982,243890,7639133,254749,258848,81950,166039,CARGA
SELVA,2011.0,1220570,10108608.0,0,150317,1554517,0.0,2000000.0,196864,2885273.0,7547612,48081,7101529,141887,446083,118829,233448,CARGA
SELVA,2012,1150441,5719491.0,237977,101652,1060516,0.0,2000000.0,129814,2132747.0,8111180,11313,8119560,0,-8380,0,2933,CARGA
SELVA,2012.0,1150441,5719491.0,237977,101652,1060516,0.0,2000000.0,129814,2132747.0,8111180,11313,8119560,0,-8380,0,2933,CARGA
SELVA,2013,2852931,4849812.0,0,350000,1897977,0.0,2000000.0,132747,2221558.0,7973530,21661,7853801,4506,119729,48073,88811,CARGA
SELVA,2013.0,2852931,4849812.0,0,350000,1897977,0.0,2000000.0,132747,2221558.0,7973530,21661,7853801,4506,119729,48073,88811,CARGA
SELVA,2014,5852157,8145996.0,122227,3377000,3212638,0.0,2000000.0,150509,2100078.0,12674006,241645,12960119,63233,-286113,22660,-130361,CARGA
SELVA,2014.0,5852157,8145996.0,122227,3377000,3212638,0.0,2000000.0,150509,2100078.0,12674006,241645,12960119,63233,-286113,22660,-130361,CARGA
SELVA,2015,6758162,3282159.0,0,2941768,2801146,0.0,2000000.0,150511,2109301.0,16165114,469880,16395379,36811,-230265,71356,131448,CARGA
SELVA,2015.0,5088565,3282159.0,1733863,3544343,2178866,0.0,2000000.0,150509,2193272.0,16633580,1415,16453341,36810,180239,51650,93194,CARGA
SELVA,2016.0,4957633,7087026.0,0,1156352,2730838,0.0,2000000.0,2213429,3432785.0,3404426,16678,4089037,39810,-684611,22372,-730115,CARGA
SELVA,2016,4957633,7087026.0,0,1156352,2730838,0.0,2000000.0,2213429,3432785.0,3404426,16678,4089037,39810,-684611,22372,-730115,CARGA
SELVA,2017,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SELVA,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
SELVA,2018.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,CARGA
TAMPA,2019,1833535621,2134885524.0,0,852198443,915330635,0.0,207546331.0,86301035,0.0,1292619548,0,1424864051,0,-132244503,3263293,-185294085,CARGA
TAMPA,2020.0,2049775106,2693484279.0,0,293829683,1568866072,0.0,207546331.0,858134384,0.0,1659334321,0,1222642585,0,436691736,142665102,293269632,CARGA
TAMPA,2021,828435282,5452067295.0,0,260819328,1626168273,0.0,182841301.0,575962145,0.0,1921156659,101133614,2105680951,278229025,-184524292,115621504,-477241207,CARGA
TAMPA,2022,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,885010000,-2147483648,CARGA
TAMPA,2022.0,1597123797,3201663240.0,0,787040356,787156626,0.0,182841301.0,907306594,0.0,-2147483648,46929910,-2147483648,123107652,199162011,885010,123869279,CARGA
TAMPA,2023.0,-2147483648,-6442450944.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,CARGA
TAMPA,2008,14140000,252339000.0,61621000,1318000,51119000,0.0,7000000.0,63768000,107437000.0,426762000,90561000,377430000,44031000,49332000,1413000,94449000,CARGA
TAMPA,2009.0,9149000,253212000.0,94466000,2141000,66135000,0.0,7000000.0,110476000,119743000.0,371318000,10014000,359538000,17095000,11780000,2432000,2267000,CARGA
TAMPA,2010.0,9058000,185748000.0,81893000,5371000,61253000,0.0,7000000.0,100635000,86243000.0,408216000,22042000,379405000,82686000,28811000,1170000,-33003000,CARGA
TAMPA,2011.0,7705000,306078000.0,104134000,15278000,117604000,0.0,7000000.0,109729000,80983000.0,469529000,42579000,471631000,41619000,-2102000,1601000,-2743000,CARGA
