Empresa,Año,ACTIVO FIJO,ACTIVO CORRIENTE,OTROS ACTIVOS,PASIVO A LARGO PLAZO,PASIVO CORRIENTE,OTROS PASIVOS,CAPITAL SOCIAL,OTROS PATRIMONIO,TOTAL PATRIMONIO,INGRESOS OPERACIONALES,OTROS INGRESOS,COSTOS Y GASTOS OPERACIONALES,OTROS GASTOS,UTILIDAD (PERDIDA) OPERACIONAL,PROVISION PARA IMPUESTOS,UTILIDAD (PERDIDA) NETA,TIPO_EMPRESA
AVIOCHARTER,2017.0,1054586,19877.0,0,156468,86378,0.0,498000.0,249000,831617.0,214857,96025,855741,3038,-640884,1005,-548902,AEROTAXI
AVIOCHARTER,2015,1069733,651587.0,0,0,156536,0.0,498000.0,461813,1564784.0,433878,541,386726,17933,47152,9820,19940,AEROTAXI
AVIOCHARTER,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AVIOINGENIERIA,2019,653086,1340680.0,0,0,609927,0.0,830000.0,0,0.0,1313815,0,333383,0,147915,40293,35851,AEROTAXI
AVIOINGENIERIA,2020.0,583216,1103232.0,0,0,422571,0.0,830000.0,0,0.0,1214952,0,269107,0,-6966,2278,-119962,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2012,290156,5296496.0,177723,139801,3184768,0.0,430000.0,1864047,2439807.0,23920221,1073148,24051554,551055,-131333,245000,145760,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2013,244850,5948001.0,143061,0,3400225,0.0,430000.0,2009806,2935687.0,19176773,422350,18221814,498626,954959,382802,495881,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2013.0,244850,5948001.0,143061,0,3400225,0.0,430000.0,2009806,2935687.0,19176773,422350,18221814,498626,954959,382802,495881,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2014,199128,7091306.0,90725,0,3154364,0.0,530000.0,2909806,4226795.0,14475375,678698,13956091,578798,519284,328076,291108,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2014.0,199128,7091306.0,90725,0,3154364,0.0,530000.0,2909806,4226795.0,14475375,678698,13956091,578798,519284,328076,291108,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2015,8798769,8631820.0,539807,267889,6407286,0.0,530000.0,2025265,11295221.0,16853930,1236770,16550664,1420564,303266,323000,-203528,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2015.0,323597,11081653.0,20670,0,6958515,0.0,530000.0,3200915,3730915.0,21012981,1231301,20231320,1449353,781661,323000,240609,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2016,9051811,10326533.0,670570,267889,7800264,0.0,530000.0,2025266,11980761.0,19146470,1462321,17780477,1479562,1365993,650124,698628,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2016.0,9051811,10326533.0,670570,267889,7800264,0.0,530000.0,2025266,11980761.0,19146470,1462321,17780477,1479562,1365993,650124,698628,AEROTAXI
CENTRAL CHARTER DE COLOMBIA SA,2017.0,9406472,11635304.0,550674,48319,7871278,0.0,530000.0,2293155,13672853.0,30907584,1107982,27432449,2559467,3475135,612537,1411113,AEROTAXI
CHARTER DEL CARIBE SAS,2012,368376,3069483.0,152320,0,2677144,0.0,498000.0,93475,913035.0,6566488,14194,6342838,158530,223650,60108,19206,AEROTAXI
CHARTER DEL CARIBE SAS,2013,350839,3426161.0,153306,0,2454434,372327.0,498000.0,93476,1103545.0,4492367,14470,4219990,217866,272377,24849,44132,AEROTAXI
CHARTER DEL CARIBE SAS,2013.0,350839,3426161.0,153306,0,2454434,372327.0,498000.0,93476,1103545.0,4492367,14470,4219990,217866,272377,24849,44132,AEROTAXI
CHARTER DEL CARIBE SAS,2014,318364,5221382.0,153306,3288784,1154874,0.0,498000.0,93476,1249394.0,1698938,0,1466743,0,232195,58049,174146,AEROTAXI
CHARTER DEL CARIBE SAS,2014.0,318364,5221382.0,153306,3288784,1154874,0.0,498000.0,93476,1249394.0,1698938,0,1466743,0,232195,58049,174146,AEROTAXI
CHARTER DEL CARIBE SAS,2015,270060,1021163.0,153306,0,720393,0.0,500000.0,91476,724136.0,462387,84926,488683,33888,-26296,0,24742,AEROTAXI
CHARTER DEL CARIBE SAS,2015.0,270362,1024634.0,153306,0,732579,0.0,498000.0,93476,591476.0,462387,84926,488682,33890,-26295,8412,16329,AEROTAXI
CHARTER DEL CARIBE SAS,2016,216876,961865.0,152321,0,684050,0.0,500000.0,91476,647012.0,262784,2941,306037,24068,-43253,0,-64380,AEROTAXI
CHARTER DEL CARIBE SAS,2016.0,216876,961865.0,152321,0,684050,0.0,500000.0,91476,647012.0,262784,2941,306037,24068,-43253,0,-64380,AEROTAXI
CHARTER DEL CARIBE SAS,2017.0,216876,926292.0,152321,0,661512,0.0,500000.0,91476,633977.0,216266,24501,226744,11971,-10478,7699,-5647,AEROTAXI
CHARTER DEL CARIBE SAS,2019,369197,1495903.0,0,0,1292054,0.0,500000.0,0,0.0,1448500,1487642575,106339,165027666,-41002,3094,-52003,AEROTAXI
CHARTER DEL CARIBE SAS,2020.0,365622,1670712.0,0,0,1450599,0.0,500000.0,0,0.0,178200,1838929751,81921,216742877,15994,0,12690,AEROTAXI
CHARTER DEL CARIBE SAS,2021,772889446,340738000.0,0,0,522319333,0.0,500000000.0,91308113,0.0,264893337,0,244422429,0,20470908,-6216000,0,AEROTAXI
CHARTER DEL CARIBE SAS,2022.0,874759000,172520000.0,0,110576000,302411000,0.0,500000000.0,134292000,0.0,768299000,0,637023000,0,131276000,-34448000,0,AEROTAXI
CHARTER EXPRESS SAS,2012,0,776930.0,0,0,0,0.0,805000.0,0,776930.0,0,0,0,14291,0,0,-14291,AEROTAXI
CHARTER EXPRESS SAS,2013,0,884250.0,0,0,0,0.0,884250.0,0,884250.0,0,0,0,0,0,0,0,AEROTAXI
CHARTER EXPRESS SAS,2013.0,0,812260.0,0,0,0,0.0,884250.0,0,812260.0,0,0,0,43921,0,0,-43921,AEROTAXI
CHARTER EXPRESS SAS,2014,50000,848856.0,0,0,38684,0.0,884250.0,0,884250.0,144200,0,138154,0,6046,2055,3991,AEROTAXI
CHARTER EXPRESS SAS,2014.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CHARTER EXPRESS SAS,2015,0,847816.0,50000,0,36629,0.0,884250.0,0,861187.0,103700,0,97026,0,6674,1668,5006,AEROTAXI
CHARTER EXPRESS SAS,2015.0,50000,860973.0,0,0,34100,0.0,884250.0,0,884250.0,151410,0,131882,0,19528,4882,14646,AEROTAXI
CHARTER EXPRESS SAS,2016,0,813155.0,45547,0,74983,0.0,884250.0,126836,783719.0,0,0,219990,0,-219990,0,-219990,AEROTAXI
CHARTER EXPRESS SAS,2016.0,0,833644.0,95548,0,83729,0.0,884250.0,0,845463.0,216550,0,237515,0,-20965,-5241,-15724,AEROTAXI
CHARTER EXPRESS SAS,2017.0,0,783718.0,0,0,0,0.0,884250.0,126836,783718.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2012,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2013.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2013,673510,2556.0,0,0,458652,0.0,82000.0,24290,217414.0,0,0,60167,0,-60167,0,-60167,AEROTAXI
CUSIANA,2014.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2014,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2015,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSIANA,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSTOM AVIATION SAS,2021,-2147483648,1708160623.0,0,1326691999,1505301102,0.0,771370000.0,-2147483648,0.0,0,0,0,0,0,0,0,AEROTAXI
CUSTOM AVIATION SAS,2022.0,-2147483648,1589798131.0,0,975088278,1508098769,0.0,771370000.0,-2147483648,0.0,0,0,0,0,0,0,0,AEROTAXI
DELTA HELICOPTEROS SAS,2019,1082204,2148719.0,0,6325,1473102,0.0,1344000.0,0,0.0,5106401,5446000,1395531,863000,582154,330744,222007,AEROTAXI
DELTA HELICOPTEROS SAS,2020.0,3764439,1974208.0,0,5686,2122255,0.0,1344000.0,0,0.0,4282081,29384015,2423550,93654060,-1116047,115900,1859209,AEROTAXI
DELTA HELICOPTEROS SAS,2012,2098600,1071913.0,511020,978960,756717,0.0,750000.0,113825,1945856.0,3757247,113010,3600025,122354,157222,90274,57604,AEROTAXI
DELTA HELICOPTEROS SAS,2013,2027293,1002185.0,366684,277536,565057,0.0,1344233.0,119585,2553569.0,2742591,77875,2684119,104695,58472,18172,13480,AEROTAXI
DELTA HELICOPTEROS SAS,2013.0,2027293,1002185.0,366684,277536,565057,0.0,1344233.0,119585,2553569.0,2742591,77875,2684119,104695,58472,18172,13480,AEROTAXI
DELTA HELICOPTEROS SAS,2014,1654248,853948.0,340832,116172,416126,0.0,1344234.0,120933,2316730.0,2508366,42194,2677939,97142,-169573,12319,-236840,AEROTAXI
DELTA HELICOPTEROS SAS,2014.0,1654248,853948.0,340832,116172,416126,0.0,1344234.0,120933,2316730.0,2508366,42194,2677939,97142,-169573,12319,-236840,AEROTAXI
DELTA HELICOPTEROS SAS,2015,1279838,842761.0,85128,14512,370597,0.0,1344000.0,-541521,1822618.0,3444602,7306,3116522,75163,328080,91647,168576,AEROTAXI
DELTA HELICOPTEROS SAS,2015.0,1749655,716686.0,403774,14056,583562,0.0,1344000.0,120933,1464933.0,3029251,389716,2848714,536750,180537,77502,-43999,AEROTAXI
DELTA HELICOPTEROS SAS,2016,1331219,1060124.0,113504,10093,1019606,0.0,1344000.0,-541521,1475148.0,2785545,15189,3072686,36386,-287141,39131,-347469,AEROTAXI
DELTA HELICOPTEROS SAS,2016.0,1331219,1060124.0,113504,10093,1019606,0.0,1344000.0,-541521,1475148.0,2785545,15189,3072686,36386,-287141,39131,-347469,AEROTAXI
DELTA HELICOPTEROS SAS,2017.0,1272952,1230019.0,40581,9051,904369,0.0,1344000.0,-541520,1630132.0,2862034,5796,2469604,10336,392430,232908,154982,AEROTAXI
DELTA HELICOPTEROS SAS,2021,-2147483648,1932226766.0,0,754698624,1464482035,0.0,1344000000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-246207125,-69409993,0,AEROTAXI
DELTA HELICOPTEROS SAS,2022.0,-2147483648,-2147483648.0,0,738220129,-2147483648,0.0,1344000000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-527314387,15872836,0,AEROTAXI
GOOD FLY SAS,2019,56817,1056583.0,0,0,14441,0.0,1260000.0,0,0.0,181020,40419660,113042,75450470,3497,0,-3112,AEROTAXI
GOOD FLY SAS,2020.0,56817,1125995.0,0,0,7650,0.0,1500000.0,0,0.0,7000,57702297,119905,261840050,-160916,0,-163797,AEROTAXI
GOOD FLY SAS,2021,63170000,-2147483648.0,0,9556737,1191481284,0.0,1500000000.0,-144777021,0.0,774145000,0,581274870,0,192870130,31555000,0,AEROTAXI
GOOD FLY SAS,2022.0,60451026,1709934712.0,0,15336418,350437686,0.0,1500000000.0,-95388366,0.0,-2147483648,0,-2147483648,0,178683721,65025000,0,AEROTAXI
HELIJET SAS,2012,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HELIJET SAS,2013,31701,265315.0,201796,0,0,0.0,580000.0,0,498812.0,0,0,0,0,0,0,0,AEROTAXI
HELIJET SAS,2013.0,31701,265315.0,201796,0,0,0.0,580000.0,0,498812.0,0,0,0,0,0,0,0,AEROTAXI
HELIJET SAS,2014,31702,275178.0,201794,0,5196,0.0,580000.0,0,503478.0,330780,0,324559,0,6221,1556,4665,AEROTAXI
HELIJET SAS,2014.0,31702,275178.0,201794,0,5196,0.0,580000.0,0,503478.0,330780,0,324559,0,6221,1556,4665,AEROTAXI
HELIJET SAS,2015,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HELIJET SAS,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HELIJET SAS,2016,31703,418012.0,201793,0,9781,0.0,580000.0,0,641727.0,350679,0,288952,0,61727,0,61727,AEROTAXI
HELIJET SAS,2016.0,31703,418012.0,201793,0,9781,0.0,580000.0,0,641727.0,350679,0,288952,0,61727,0,61727,AEROTAXI
HELIJET SAS,2017.0,33981,8560.0,0,0,332027,0.0,580000.0,0,-289486.0,835897,0,802462,0,33435,0,33435,AEROTAXI
HELIAV LTDA,2012,639938,743804.0,581797,0,238245,0.0,878250.0,1287972,1727293.0,1923383,2259,1786174,76334,137209,45476,17658,AEROTAXI
HELIAV LTDA,2013,560251,793649.0,626607,0,210453,0.0,878250.0,1287973,1770054.0,965366,6322,902207,6032,63159,20690,42759,AEROTAXI
HELIAV LTDA,2013.0,560251,793649.0,626607,0,210453,0.0,878250.0,1287973,1770054.0,965366,6322,902207,6032,63159,20690,42759,AEROTAXI
HELIAV LTDA,2014.0,854456,856377.0,604823,0,452571,0.0,878250.0,891778,1863085.0,2122809,13794,1941261,42095,181548,60190,93057,AEROTAXI
HELIAV SAS,2014,854456,856377.0,604823,0,452571,0.0,878250.0,891778,1863085.0,2122809,13794,1941261,42095,181548,60190,93057,AEROTAXI
HELIAV SAS,2015,2560224,851958.0,10257,0,904616,0.0,991018.0,351847,2517823.0,2614834,8664,2728663,42867,-113829,54794,-202826,AEROTAXI
HELIAV SAS,2015.0,786066,920867.0,2075585,0,343289,0.0,878250.0,2395903,3274153.0,2614835,6233,2442081,42868,172754,54794,81325,AEROTAXI
HELIAV SAS,2016,2754928,554381.0,10256,936930,134162,0.0,878250.0,1654013,2248473.0,1887213,19583,1585400,4062,301813,40322,277012,AEROTAXI
HELIAV SAS,2016.0,2706005,554381.0,10257,0,809648,0.0,1138740.0,359979,2460995.0,1887213,24866,1913910,4063,-26697,40321,-46215,AEROTAXI
HELIAV SAS,2017.0,3046631,244505.0,9875,896168,151100,0.0,878250.0,1661027,2253743.0,1873148,11155,1690751,178,182397,76051,117323,AEROTAXI
HELIAV SAS,2019,4420680,467014.0,0,329354,1434886,0.0,1100000.0,0,0.0,3127596,446298,276618,4416826,143699,258559,402365,AEROTAXI
HELIAV SAS,2020.0,4912419,932555.0,0,1441459,352329,0.0,1100000.0,0,0.0,2073493,1677562,229229,6105409,215540,212161,23992,AEROTAXI
HELICOL SAS,2012,6263271,44590243.0,42209565,44074327,39035589,928279.0,14134578.0,67085118,610586.0,52361180,4965496,60811439,4871913,-8450259,57622,-8414298,AEROTAXI
HELICOL SAS,2013,8641673,40879391.0,64857384,64016585,46713926,0.0,323709.0,35829421,3647937.0,69565160,10105516,74850044,26424138,-5284884,272710,-21876216,AEROTAXI
HELICOL SAS,2013.0,8641673,40879391.0,64857384,64016585,46713926,0.0,323709.0,35829421,3647937.0,69565160,10105516,74850044,26424138,-5284884,272710,-21876216,AEROTAXI
HELICOL SAS,2014.0,10092970,28795809.0,68264791,54119935,50021415,0.0,623709.0,51977357,3012220.0,54147447,14388099,80334308,5284890,-26186861,0,-17083652,AEROTAXI
HELICOL SAS,2014,38547217,30574286.0,29244139,43238638,33486097,0.0,623709.0,0,0.0,61270115,1800902,61452759,9442413,-182644,-2294025,-5530130,AEROTAXI
HELICOL SAS,2015,66682675,32998228.0,42317304,58314621,25719491,0.0,623709.0,51894852,57964095.0,58196174,0,46830210,12590113,11365964,-1038704,-185445,AEROTAXI
HELICOL SAS,2015.0,66682675,32998228.0,42317304,58314621,25719491,0.0,623709.0,0,0.0,58196174,0,46830210,12590113,11365964,-1038704,-185445,AEROTAXI
HELICOL SAS,2016,60882204,24170795.0,45119343,50333876,28068146,0.0,623709.0,49985158,51770320.0,43422182,0,41850610,6329747,1571572,-474097,-4284078,AEROTAXI
HELICOL SAS,2016.0,60882204,24170795.0,45119343,50333876,28068146,0.0,623709.0,49985158,51770320.0,43422182,0,41850610,6329747,1571572,-474097,-4284078,AEROTAXI
HELICOL SAS,2017.0,49394577,24513288.0,43108290,52696232,23564070,0.0,623709.0,49850508,40755853.0,41679601,1122836,41301290,12124798,378311,256166,-10879817,AEROTAXI
HELICOL SAS,2019,86695127,26249971.0,0,69245774,7413256,0.0,623709.0,0,0.0,42917455,1212882939,6205223,64691266,4208165,2158634,1849929,AEROTAXI
HELICOL SAS,2020.0,81021321,22174451.0,0,59247552,8549039,0.0,623709.0,0,0.0,24558889,1840263739,4810633,133290886,-199739,516055,-3220624,AEROTAXI
HELICOL SAS,2021,81834477,22380612.0,0,62776468,9767932,0.0,623710.0,31046979,0.0,27302948,0,28672855,0,-1369907,1611943,0,AEROTAXI
HELICOL SAS,2022.0,90495780,26332312.0,0,65097563,14606685,0.0,623710.0,36500134,0.0,38876689,0,38987837,0,-111148,9992150,0,AEROTAXI
HELIFLY SAS,2012,1216187,1865679.0,131391,322161,946666,0.0,771370.0,410941,1944430.0,5835395,18794,5305754,242221,529641,0,306214,AEROTAXI
HELIFLY SAS,2013,1214987,1971227.0,96291,565161,417293,88909.0,771370.0,410937,2211142.0,5976809,24505,5337889,307805,638920,88905,266715,AEROTAXI
HELIFLY SAS,2013.0,1214987,1971227.0,96291,565161,417293,88909.0,771370.0,410937,2211142.0,5976809,24505,5337889,307805,638920,88905,266715,AEROTAXI
HELIFLY SAS,2014,1235330,2458505.0,123723,866874,736857,0.0,771370.0,0,0.0,6643895,5690,6306852,135720,337043,51753,155260,AEROTAXI
HELIFLY SAS,2014.0,1225544,2456757.0,100807,755799,425196,0.0,771370.0,431295,2602113.0,6643895,158196,6263369,191431,380526,86823,260468,AEROTAXI
HELIFLY SAS,2015,1235330,2921964.0,123724,1415764,889234,0.0,771370.0,410941,1976020.0,8545077,0,8160549,132418,384528,63028,189082,AEROTAXI
HELIFLY SAS,2015.0,1235330,2921964.0,123724,1415764,826206,0.0,771370.0,0,0.0,8545077,0,8160549,132418,384528,63028,189082,AEROTAXI
HELIFLY SAS,2016,1360049,3033457.0,64723,1271394,1030081,0.0,771370.0,410941,2656754.0,7904127,11400,7535379,179060,368748,50272,150816,AEROTAXI
HELIFLY SAS,2016.0,1235330,2468143.0,123723,904035,784317,0.0,771370.0,410941,2138844.0,7904128,0,7525305,177734,378823,50272,150817,AEROTAXI
HELIFLY SAS,2017.0,3853767,2625973.0,64723,3420629,484909,0.0,771370.0,410942,2638925.0,8443579,0,8114279,151985,329300,44329,132986,AEROTAXI
HELIFLY SAS,2019,5545534,1626600.0,0,1884561,679239,0.0,771370.0,0,0.0,3052998,0,1805099,52533493,329642,12438130,25253,AEROTAXI
HELIFLY SAS,2020.0,4872139,2212611.0,0,1666332,1899939,0.0,771370.0,0,0.0,2997052,0,2335733,88858262,129258,0,-107340,AEROTAXI
HELIGOLFO SAS,2012,238416,81146.0,437535,0,227850,0.0,885970.0,32,529246.0,1965392,812,1898160,32806,67232,17439,17799,AEROTAXI
HELIGOLFO SAS,2013,194904,417367.0,641803,0,217859,0.0,1309150.0,32,1036215.0,1892636,28758,1862055,0,30581,19820,39519,AEROTAXI
HELIGOLFO SAS,2013.0,194904,417367.0,641803,0,217859,0.0,1309150.0,32,1036215.0,1892636,28758,1862055,0,30581,19820,39519,AEROTAXI
HELIGOLFO SAS,2014,178763,547439.0,674691,0,358832,0.0,1309182.0,32,1309214.0,2128318,13376,2132837,0,-4519,3011,5846,AEROTAXI
HELIGOLFO SAS,2014.0,178763,547439.0,674691,0,355821,0.0,1309182.0,32,1045072.0,2128318,13376,2132837,0,-4519,0,8857,AEROTAXI
HELIGOLFO SAS,2015,754069000,466695000.0,139245000,0,244698000,0.0,1309150000.0,-248535000,1115311000.0,-2147483648,16459000,1174046000,773873000,1004837000,29377000,218046000,AEROTAXI
HELIGOLFO SAS,2015.0,754068,657660.0,139245,0,326077,0.0,1309182.0,-32,1309150.0,1636853,558339,1946282,0,-309429,84629,164281,AEROTAXI
HELIGOLFO SAS,2016,733530,411107.0,146096,0,461815,0.0,1309150.0,-30489,828918.0,1245155,17383,885329,663602,359826,0,-286393,AEROTAXI
HELIGOLFO SAS,2016.0,733530000,411107000.0,146096000,0,461815000,0.0,1309150000.0,-30489000,828918000.0,1245155000,17383000,885329000,663602000,359826000,0,-286393000,AEROTAXI
HELIGOLFO SAS,2017.0,711526,712527.0,11808,0,392978,0.0,1309150.0,-163318,1042883.0,1689667,10739,1446955,29786,242712,9700,213965,AEROTAXI
HELIGOLFO SAS,2019,713134,622472.0,0,30000,463805,0.0,1501710.0,0,0.0,2744301,225820,806648,318152,174197,16376,16376,AEROTAXI
HELIGOLFO SAS,2020.0,713134,899640.0,0,107750,596469,0.0,1501710.0,0,0.0,4561288,2084132,1169205,649904,158609,59387,66752,AEROTAXI
HELIGOLFO SAS,2021,948679545,723834396.0,0,0,634352848,0.0,1501710029.0,-463548936,0.0,-2147483648,0,-2147483648,0,274312221,91686725,0,AEROTAXI
HELIGOLFO SAS,2022.0,970631016,1151472344.0,0,64738852,723243535,0.0,1501710029.0,-167589056,0.0,-2147483648,0,-2147483648,0,544181153,159363011,0,AEROTAXI
HELISERVICE SAS,2012,6133968,4720634.0,809049,513738,3105766,0.0,2506400.0,1562082,8044147.0,10648504,314687,9682630,318065,965874,399216,563280,AEROTAXI
HELISERVICE SAS,2013,6059187,4891569.0,473276,606598,3067547,0.0,2506400.0,1254727,7749887.0,9735271,1602707,8396149,2118563,1339122,246892,576374,AEROTAXI
HELISERVICE SAS,2013.0,6059187,4891569.0,473276,606598,3067547,0.0,2506400.0,1254727,7749887.0,9735271,1602707,8396149,2118563,1339122,246892,576374,AEROTAXI
HELISERVICE SAS,2014,5870860,1214255.0,392359,88000,229077,0.0,2506400.0,1312364,7160397.0,4859113,240116,4898444,209320,-39331,62217,-70752,AEROTAXI
HELISERVICE SAS,2014.0,5870860,1214255.0,392359,88000,229077,0.0,2506400.0,1312364,7160397.0,4859113,240116,4898444,209320,-39331,62217,-70752,AEROTAXI
HELISERVICE SAS,2015,6536577,663555.0,392358,88000,701463,0.0,2506400.0,1312364,6803027.0,3004039,11337,3180495,149238,-176456,43013,-357370,AEROTAXI
HELISERVICE SAS,2015.0,6536577,663555.0,392358,88000,701463,0.0,2506400.0,1312364,3818764.0,3004039,11337,3180495,149238,-176456,43013,-357370,AEROTAXI
HELISERVICE SAS,2016,8154691,681848.0,-339450,584597,582556,0.0,2506400.0,704540,7329936.0,3068240,210413,1444050,1917658,1624190,46277,-129332,AEROTAXI
HELISERVICE SAS,2016.0,6866672,701819.0,392359,88000,991524,0.0,2506400.0,884243,6881326.0,3068240,177550,2965846,86066,102394,115580,78298,AEROTAXI
HELISERVICE SAS,2017.0,8230083,1026227.0,-537330,787908,472342,0.0,2506400.0,712370,7458730.0,3013323,11165,1370056,1400445,1643267,125193,128794,AEROTAXI
HELISERVICE SAS,2021,7366729,3508650.0,0,1287762,1466813,0.0,2506400.0,5614404,0.0,4364641,0,3851838,0,512803,161320,0,AEROTAXI
HELISERVICE SAS,2022.0,8651482,1670544.0,0,402332,1400667,0.0,2506400.0,6012627,0.0,6479549,0,7387006,0,-907457,128548,0,AEROTAXI
HELISTAR SAS,2012,6345375,51096603.0,10757610,4817342,37939716,0.0,1622250.0,1162074,25442529.0,182998919,4109361,175362123,1263511,7636796,4377055,6105591,AEROTAXI
HELISTAR SAS,2013,6056326,67843042.0,13580726,12628066,40817537,0.0,1622250.0,1162073,34034491.0,222520247,3111831,210011313,1526761,12508934,5502042,8591962,AEROTAXI
HELISTAR SAS,2013.0,6056326,67843042.0,13580726,12628066,40817537,0.0,1622250.0,1162073,34034491.0,222520247,3111831,210011313,1526761,12508934,5502042,8591962,AEROTAXI
HELISTAR SAS,2014,16604853,58814075.0,897909,338296,35975592,0.0,1622250.0,2102219,3724469.0,212969950,637676,204473610,176593,8496340,3929110,5028313,AEROTAXI
HELISTAR SAS,2014.0,6215394,60664680.0,12066046,359283,36918694,0.0,1622250.0,5000298,41668143.0,212191561,1813301,204432482,2086392,7759079,3690560,3795428,AEROTAXI
HELISTAR SAS,2015,17819109,69526017.0,1168540,1677885,41746502,0.0,1622250.0,2102219,45089279.0,229685052,323399,219103968,1227262,10581084,4175408,5501813,AEROTAXI
HELISTAR SAS,2015.0,17819109,69526017.0,1168540,1677885,41746502,0.0,1622250.0,2102219,3724469.0,229685052,323399,219103968,1227262,10581084,4175408,5501813,AEROTAXI
HELISTAR SAS,2016,17366397,82845100.0,90262,787003,50236684,0.0,1622250.0,2102219,49278072.0,188108667,637123,176705352,1816489,11403315,6216668,4007281,AEROTAXI
HELISTAR SAS,2016.0,17366397,82845100.0,90262,787003,50236684,0.0,1622250.0,2102219,49278072.0,188108667,637123,176705352,1816489,11403315,6216668,4007281,AEROTAXI
HELISTAR SAS,2017.0,18645039,70278587.0,286490,1359328,35259791,0.0,1622250.0,2102220,52590996.0,108720350,1092708,100605572,1096935,8114778,4629268,3481283,AEROTAXI
HELISTAR SAS,2019,160382526,76376673.0,0,135792052,41249280,0.0,1622250.0,0,0.0,98820572,0,5231520,0,14780201,2144641,2220329,AEROTAXI
HELISTAR SAS,2020.0,62593399,76849147.0,0,40644962,38865517,0.0,1622250.0,0,0.0,105145358,0,2750890,0,12296988,39971484,214201,AEROTAXI
HELISTAR SAS,2021,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,1622250000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-2147483648,1124795836,0,AEROTAXI
HELISTAR SAS,2022.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,1622250000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-2147483648,-2147483648,0,AEROTAXI
HELISUR SAS,2019,850212,868327.0,0,29350,1316836,0.0,1000000.0,0,0.0,1135924,-2147483648,123931,-2147483648,-14710,0,-32174,AEROTAXI
HELISUR SAS,2020.0,971692,873064.0,0,959364,460858,0.0,1000000.0,0,0.0,1915636,-2147483648,326376,-2147483648,117748,33682,58175,AEROTAXI
HELISUR SAS,2021,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HELISUR SAS,2022.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HELITEC SAS,2012,193789,4204659.0,615963,0,2889294,0.0,219000.0,1831613,2125116.0,4327184,2242,4169301,0,157883,89945,70180,AEROTAXI
HELITEC SAS,2013,1235148,4514407.0,0,0,3597264,0.0,219000.0,1824103,2152291.0,3508417,38939,3437145,0,71272,75525,34686,AEROTAXI
HELITEC SAS,2013.0,1235148,4514407.0,0,0,3597264,0.0,219000.0,1824103,2152291.0,3508417,38939,3437145,0,71272,75525,34686,AEROTAXI
HELITEC SAS,2014,1235148,4514407.0,0,0,3597264,0.0,219000.0,1824103,2043103.0,3508417,38939,3437145,0,71272,75525,34686,AEROTAXI
HELITEC SAS,2014.0,2254308,3004209.0,0,0,3525505,0.0,219000.0,1824103,1733012.0,131930,5,551214,0,-419284,0,-419279,AEROTAXI
